-1,-0.96357,-0.953218,-1.0097,1
-1,-1.09927,-0.947774,0.932136,1
-1,-0.958986,0.913001,-0.932075,-1
-1,-0.909619,1.06164,1.03109,1
-1,0.97568,-1.02483,-0.999362,-1
-1,0.98124,-1.01798,0.911219,-1
-1,0.951173,0.982076,-0.963393,1
-1,0.932765,1.06066,0.941108,-1
-1,-0.932191,-0.997861,-0.900043,1
-1,-0.928034,-1.04404,1.0147,1
-1,-0.92627,0.988498,-0.924036,-1
-1,-0.903687,0.952944,1.03222,1
-1,0.940083,-1.00036,-1.08907,-1
-1,1.08911,-1.02741,0.90556,-1
-1,0.944221,1.05209,-1.05292,1
-1,1.03589,1.05937,0.985562,-1
-1,-1.08185,-1.01636,-1.09293,1
-1,-1.05195,-1.02174,0.96719,1
-1,-0.955177,0.929359,-0.928602,-1
-1,-1.08552,0.909217,1.0584,1
-1,0.994522,-1.01649,-0.920545,-1
-1,0.937971,-0.981765,1.02551,-1
-1,0.912909,1.06277,-0.942232,1
-1,0.996811,0.934413,0.976815,-1
-1,-0.974349,-0.974087,-0.939875,1
-1,-1.07336,-0.902704,0.94181,1
-1,-0.962465,1.06634,-1.07938,-1
-1,-1.03008,0.982693,0.970907,1
-1,0.901227,-0.998172,-1.00405,-1
-1,0.913996,-1.00598,0.945094,-1
-1,0.937483,1.06639,-1.06709,1
-1,0.959481,0.943794,1.07135,-1
-1,-1.07049,-0.914405,-1.03346,1
-1,-1.04667,-1.0277,1.07253,1
-1,-1.08519,1.01602,-1.04255,-1
-1,-1.08954,1.08225,1.08603,1
-1,0.982412,-0.925349,-0.959932,-1
-1,0.958773,-0.96617,0.986929,-1
-1,1.07748,1.00226,-0.999326,1
-1,0.901166,0.970534,0.975546,-1
-1,-0.955861,-1.08135,-1.03924,1
-1,-0.982168,-0.944642,0.939906,1
-1,-1.07518,1.06446,-0.967702,-1
-1,-0.940956,1.01642,1.04618,1
-1,0.907001,-0.993069,-1.03824,-1
-1,0.927845,-0.945448,0.949501,-1
-1,1.08975,0.942824,-0.985195,1
-1,1.04732,1.07815,1.07933,-1
-1,-0.941609,-0.917249,-0.902838,1
-1,-1.02505,-1.072,0.96097,1
-1,-1.06869,1.07576,-1.01357,-1
-1,-1.00894,0.96133,1.01592,1
-1,0.902338,-1.04663,-1.01317,-1
-1,1.07438,-1.09465,1.05957,-1
-1,0.971383,1.06477,-1.0586,1
-1,1.01139,1.09113,0.914704,-1
-1,-1.04023,-0.935438,-1.03198,1
-1,-0.909186,-0.936934,0.904022,1
