0.964515,1.02713,-1
-1.0385,0.952029,1
0.968616,-1.00295,1
-1.001,-0.984074,-1
0.993257,1.03766,-1
-0.956815,0.956644,1
1.03744,-0.952332,1
-1.03933,-0.963923,-1
0.980216,1.04585,-1
-1.0226,0.979594,1
0.985942,-1.03229,1
-1.04882,-1.02915,-1
0.982414,1.04355,-1
-1.00007,0.979563,1
1.04001,-1.02635,1
-0.961295,-1.03704,-1
1.02987,0.966083,-1
-0.971363,1.03147,1
0.989369,-1.04705,1
-1.0091,-0.980769,-1
0.972886,0.950443,-1
-1.01113,0.950259,1
1.01609,-1.02144,1
-0.968455,-0.959403,-1
0.991798,1.00599,-1
-0.998631,1.02729,1
0.985597,-0.964173,1
-1.04034,-1.03525,-1
0.969257,0.997682,-1
-0.967389,0.979102,1
1.0002,-1.03804,1
-0.968836,-0.978816,-1
1.02499,1.04174,-1
-0.992262,1.00878,1
1.0151,-1.00199,1
-0.996974,-1.00122,-1
1.01304,1.01388,-1
-1.01406,0.979777,1
1.01691,-1.04672,1
-0.960114,-0.974116,-1
0.981587,0.96999,-1
-1.00164,1.00223,1
0.964658,-1.01768,1
-1.01681,-1.03712,-1
0.995158,0.979377,-1
-0.951578,1.0318,1
0.993321,-1.02566,1
-1.01712,-0.992698,-1
1.01942,0.970423,-1
-1.02519,0.980982,1
0.979823,-1.0448,1
-1.00855,-0.988664,-1
0.968436,0.988813,-1
-1.0232,1.04298,1
0.97157,-0.998164,1
-0.979325,-0.988017,-1
1.01446,0.968232,-1
-0.997829,1.02797,1
0.977448,-1.03077,1
-1.03932,-1.02642,-1
0.960132,1.01356,-1
-1.00242,1.01198,1
1.02135,-0.970151,1
-1.03835,-0.957077,-1
0.973341,0.996605,-1
-0.978523,0.998183,1
0.95817,-0.974381,1
-1.02212,-0.983213,-1
0.984407,0.964255,-1
-0.980522,0.990761,1
0.952362,-0.967652,1
-1.02548,-0.97794,-1
1.04589,0.959241,-1
-1.03775,0.981193,1
1.01892,-0.963288,1
-1.00336,-0.99171,-1
0.954837,0.95329,-1
-0.954065,1.04712,1
1.02688,-0.974317,1
-0.999107,-1.04722,-1
1.03757,0.992857,-1
-1.04501,0.963636,1
0.9654,-1.01151,1
-0.950345,-1.02186,-1
0.996916,0.957312,-1
-1.01237,1.02716,1
0.972199,-0.968921,1
-1.03233,-1.01759,-1
1.02201,1.02967,-1
-0.956333,0.991716,1
1.02463,-0.996941,1
-1.03879,-1.01842,-1
0.960544,0.979737,-1
-1.02505,1.01781,1
0.993156,-0.962845,1
-1.00034,-1.03527,-1
0.953522,0.959891,-1
-1.00177,1.03371,1
0.957395,-0.998839,1
-1.04029,-1.03846,-1
1.03255,1.01323,-1
-1.02947,1.00932,1
0.984623,-1.0376,1
-0.968018,-0.977549,-1
0.979566,0.994273,-1
-0.972898,1.04247,1
0.970783,-1.03532,1
-1.00985,-0.988841,-1
1.04916,1.0022,-1
-1.01827,0.957758,1
1.04402,-0.982292,1
-0.977375,-0.990251,-1
0.953265,1.02654,-1
-1.01031,1.0179,1
1.03067,-1.00089,1
-0.973362,-0.963749,-1
1.00852,1.00536,-1
-1.02689,1.04752,1
0.983796,-1.03117,1
-1.03507,-1.02527,-1
1.04592,0.995958,-1
-0.991133,0.969504,1
0.974204,-1.0039,1
-1.01514,-0.982154,-1
0.983189,0.958118,-1
-1.02102,0.953818,1
1.04395,-1.00108,1
-0.999916,-0.97805,-1
0.959479,1.04977,-1
-1.01651,0.978837,1
1.02235,-1.00407,1
-0.96536,-1.02535,-1
1.03266,1.0352,-1
-0.984123,1.00518,1
1.00451,-1.02901,1
-0.970368,-1.02509,-1
1.03907,1.00574,-1
-0.999095,0.962021,1
0.992335,-1.05,1
-0.987638,-0.974406,-1
1.0158,1.01303,-1
-1.00494,1.04595,1
0.998048,-1.00954,1
-0.972037,-0.961435,-1
0.985466,1.01465,-1
-0.950595,1.03226,1
1.0102,-1.01665,1
-0.966459,-1.04774,-1
1.00343,1.03235,-1
-0.964997,0.998805,1
1.02218,-1.03237,1
-1.04518,-1.0382,-1
0.967621,1.02277,-1
-0.969221,0.962317,1
1.02325,-1.04284,1
-0.994716,-1.03853,-1
0.990764,0.960623,-1
-1.02608,1.02724,1
0.952042,-1.01983,1
-1.0322,-1.00006,-1
1.03515,1.0344,-1
-1.02721,1.04704,1
1.0126,-0.968775,1
-0.9612,-0.952277,-1
1.00993,0.954572,-1
-1.01774,0.998064,1
0.952838,-0.964359,1
-0.96514,-1.0227,-1
1.03083,0.97432,-1
-0.958322,0.965836,1
1.00564,-0.973518,1
-1.0381,-1.04431,-1
1.04248,1.02269,-1
-1.02482,1.04391,1
0.992289,-0.966016,1
-0.953214,-0.950421,-1
1.0031,0.950342,-1
-1.04535,1.04518,1
0.988557,-1.01249,1
-0.968506,-0.957212,-1
1.03186,0.987721,-1
-0.974931,1.02573,1
0.953162,-0.969977,1
-0.970267,-1.03354,-1
1.01857,1.01578,-1
-1.00759,1.02113,1
1.01883,-0.95499,1
-0.9539,-0.95842,-1
0.995961,1.04916,-1
-1.02596,0.995296,1
1.04577,-1.00404,1
-1.0423,-0.965937,-1
0.974488,1.03194,-1
-0.988383,1.0018,1
1.03771,-1.02168,1
-1.04167,-0.977653,-1
1.03956,1.04578,-1
-0.953549,0.957703,1
1.02044,-1.0161,1
-1.03495,-1.02255,-1
