-1,0.991,1.017,-1
-1,-1.016,0.95,1
-1,1.019,-1.026,1
-1,-0.972,-0.992,-1
-1,1.012,1.014,-1
-1,-1.045,0.995,1
-1,1.031,-1.023,1
-1,-0.989,-0.959,-1
-1,1.045,0.992,-1
-1,-1.023,0.986,1
-1,1.041,-1.046,1
-1,-1.048,-0.997,-1
-1,1.042,1.032,-1
-1,-1.029,0.966,1
-1,0.968,-0.955,1
-1,-1.003,-1.024,-1
-1,1.021,0.988,-1
-1,-0.981,0.962,1
-1,1.017,-0.951,1
-1,-1.015,-0.956,-1
-1,0.953,0.961,-1
-1,-1.028,0.983,1
-1,1.023,-0.986,1
-1,-1.009,-1.039,-1
-1,1.003,1.018,-1
-1,-1.003,0.994,1
-1,1.012,-0.993,1
-1,-1.013,-0.991,-1
-1,0.973,0.991,-1
-1,-1.021,1.028,1
-1,0.966,-1.015,1
-1,-0.96,-1.008,-1
-1,1.038,0.956,-1
-1,-1.01,0.992,1
-1,1.014,-1.002,1
-1,-1.004,-1.045,-1
-1,1.04,0.979,-1
-1,-0.98,1,1
-1,0.956,-1.049,1
-1,-0.957,-1.002,-1
-1,0.979,0.973,-1
-1,-0.966,1.004,1
-1,1.006,-1.01,1
-1,-0.984,-0.974,-1
-1,0.981,0.958,-1
-1,-1.006,0.989,1
-1,0.976,-1.027,1
-1,-1.013,-1.012,-1
-1,0.968,1.032,-1
-1,-1.021,0.991,1
-1,0.983,-1.035,1
-1,-1.011,-0.992,-1
-1,0.954,0.98,-1
-1,-0.973,0.956,1
-1,1.023,-0.964,1
-1,-1.029,-1.005,-1
-1,0.974,1.022,-1
-1,-0.98,0.979,1
-1,1.027,-0.977,1
-1,-0.953,-1.038,-1
-1,1.036,1.04,-1
-1,-0.989,0.986,1
-1,1.005,-0.983,1
-1,-0.995,-0.976,-1
-1,0.981,1.002,-1
-1,-1,1,1
-1,0.991,-1.026,1
-1,-0.984,-1.02,-1
-1,0.957,1.041,-1
-1,-1.043,0.987,1
-1,1.007,-0.963,1
-1,-0.997,-0.967,-1
-1,0.995,0.959,-1
-1,-1.041,1.008,1
-1,0.971,-0.962,1
-1,-1.028,-1.004,-1
-1,0.956,0.98,-1
-1,-1.037,1.018,1
-1,0.95,-0.959,1
-1,-0.988,-0.995,-1
-1,0.96,1.009,-1
-1,-1.026,0.987,1
-1,0.998,-0.967,1
-1,-0.955,-1.009,-1
-1,0.952,1,-1
-1,-0.959,0.986,1
-1,1.024,-1.03,1
-1,-0.954,-1.029,-1
-1,0.998,1.049,-1
-1,-0.982,1.034,1
-1,1.031,-1.016,1
-1,-0.997,-0.951,-1
-1,0.968,0.988,-1
-1,-1.05,1.038,1
-1,0.977,-0.983,1
-1,-1.022,-0.957,-1
-1,0.998,1.033,-1
-1,-1.043,0.971,1
-1,0.96,-1.033,1
-1,-1.037,-1.036,-1
-1,0.959,0.966,-1
-1,-1.015,1.001,1
-1,0.95,-1.001,1
-1,-1.031,-0.994,-1
-1,1.048,0.953,-1
-1,-1.026,0.958,1
-1,0.994,-1.041,1
-1,-0.961,-1.048,-1
-1,1.045,1.035,-1
-1,-0.957,0.993,1
-1,0.973,-0.963,1
-1,-1.036,-1.047,-1
-1,0.998,0.95,-1
-1,-0.992,0.968,1
-1,1.03,-0.954,1
-1,-0.952,-0.969,-1
-1,1.039,1.048,-1
-1,-1.041,1.007,1
-1,1.022,-1.028,1
-1,-1.012,-0.958,-1
-1,0.988,1.029,-1
-1,-0.96,1.007,1
-1,1.008,-0.959,1
-1,-1.035,-0.962,-1
-1,1.006,0.961,-1
-1,-1.048,0.984,1
-1,1.022,-0.995,1
-1,-1.022,-1.004,-1
-1,1.012,1.036,-1
-1,-0.975,0.983,1
-1,1.019,-1.008,1
-1,-1.006,-1.034,-1
-1,1.031,1.048,-1
-1,-1.028,1.001,1
-1,0.971,-0.951,1
-1,-0.993,-0.974,-1
-1,1.042,1.039,-1
-1,-0.975,0.962,1
-1,0.95,-1.04,1
-1,-1.047,-0.981,-1
-1,1.011,1.038,-1
-1,-1.049,1.039,1
-1,1.005,-1.027,1
-1,-1.048,-0.965,-1
-1,1.032,1.035,-1
-1,-0.962,0.976,1
-1,0.967,-0.993,1
-1,-1.018,-1.018,-1
-1,1.019,1.004,-1
-1,-1.029,1.039,1
-1,1.026,-1.021,1
-1,-0.982,-0.958,-1
-1,0.975,1.005,-1
-1,-1.016,0.999,1
-1,0.991,-1.038,1
-1,-1.005,-0.99,-1
-1,0.968,1.003,-1
-1,-1.011,0.973,1
-1,1.029,-0.954,1
-1,-0.963,-1.021,-1
-1,0.999,0.987,-1
-1,-0.984,0.999,1
-1,1.043,-0.955,1
-1,-0.953,-1.034,-1
-1,1.036,0.955,-1
-1,-0.962,1.032,1
-1,1.005,-1.016,1
-1,-1.036,-1.049,-1
-1,0.966,1.021,-1
-1,-0.964,1.013,1
-1,0.963,-0.995,1
-1,-0.965,-0.997,-1
-1,0.962,0.958,-1
-1,-1.018,0.995,1
-1,0.963,-0.994,1
-1,-1.029,-0.992,-1
-1,0.996,1.032,-1
-1,-0.969,0.994,1
-1,1.046,-1.028,1
-1,-1.021,-0.989,-1
-1,0.985,1,-1
-1,-0.977,1.016,1
-1,0.994,-0.991,1
-1,-0.958,-1.011,-1
-1,1.003,0.974,-1
-1,-0.996,0.96,1
-1,0.995,-1.001,1
-1,-0.964,-1.037,-1
-1,1.024,0.972,-1
-1,-0.982,0.968,1
-1,1.037,-1.045,1
-1,-0.992,-0.959,-1
-1,0.952,0.975,-1
-1,-0.973,0.964,1
-1,0.964,-1.026,1
-1,-1.016,-0.976,-1
-1,1.022,1.009,-1
-1,-1.017,1.02,1
-1,1.037,-0.953,1
-1,-1.032,-0.973,-1
-1,1.023,1.02,-1
-1,-0.987,1.018,1
-1,1.042,-0.965,1
-1,-1.048,-0.97,-1
-1,0.963,0.977,-1
-1,-1.048,1.049,1
-1,0.977,-1.025,1
-1,-1.007,-1.026,-1
-1,0.973,1.022,-1
-1,-0.989,1.031,1
-1,0.953,-1.018,1
-1,-1.045,-0.957,-1
-1,0.975,0.981,-1
-1,-0.958,0.992,1
-1,0.972,-0.964,1
-1,-0.986,-1.05,-1
-1,1.037,1.01,-1
-1,-1.037,1.024,1
-1,1.02,-0.98,1
-1,-1.015,-1.017,-1
-1,0.961,1.01,-1
-1,-0.954,1.017,1
-1,1.035,-1,1
-1,-1.01,-0.956,-1
